sample_id,source,publication_date,title,sentence,coder1_label,coder2_label,adjudicated_label,adjudicator_notes
OBS_GS_006903,The Observer,2016-12-14,Solar interest grows as Soroti project takes off,Some homes whose owners can afford the units are also well lit.,,,,
OBS_GS_007939,The Observer,2024-12-04,Stalled World Bank project puts contractor on the spot,Copies of letters from the ministry requesting for evidence of utilisation of advance payment from the contractor are also available but no satisfactory response was issued by the contractor.,,,,
OBS_GS_000483,The Observer,2017-11-08,Uganda to pilot e-procurement July next year,"“The problems inherent in the paper-based procurement system include inadequate information management, inefficient procedures and high costs of compliance costs for the suppliers.",,,,
OBS_GS_006743,The Observer,2024-11-15,"Experts push contract farming to boost Africa food systems, farmers’ income","Buyers, meanwhile, can face high transaction costs from contracting with many farmers.",,,,
OBS_GS_005013,The Observer,2021-07-12,School owners in Bukomansimbi cry out for govt relief cash,He explains that many school proprietors have unpaid loans obtained way back before the first lockdown was declared in March last year.,,,,
OBS_GS_007082,The Observer,2019-06-27,Public hearings send mixed signal for Kingfisher project,"She added that for the last one month, they have been having a national content drive training people in the oil districts of Buliisa, Nwoya and Hoima on how to benefit from national content.",,,,
OBS_GS_009988,The Observer,2025-09-10,Does Kampala need an engineer or lawyer? Here’s my perspective as a contractor,"So, we have seen local council leaders with little formal education still transform their communities because the structures supported service delivery.",,,,
OBS_GS_013149,The Observer,2025-11-12,How bungled Shs 86bn project caused sacking of Eswatini consul to Uganda,“But it fell apart over payment guarantees.,,,,
OBS_GS_000753,The Observer,2021-10-16,Digital fraud: Former MTN manager loses appeal against Shs 5bn fine,"Prosecution also alleged that the accused persons created pseudo persons on the system who transacted as “ghosts” and drained money from the adjustment account for discrepancy through the dispute account to 17 subscribers and accomplices such as Nabugwawo and Ssentongo’s wife, Saudah Nakimbugwe who was an agent of MTN.",,,,
OBS_GS_016301,The Observer,2020-07-15,How URA is closing in on Value Added Tax fraudsters in Uganda,"In order to halt this vice, URA developed the Electronic Fiscal Receipting and Invoicing Solutions (EFRIS) project, which entails the e-invoicing and e-receipting system.",,,,
OBS_GS_018979,The Observer,2021-05-11,"Ssemujju Nganda is fitting speaker, but Kadaga works well in that mess",But is it possible to imagine this phase — of independent mindedness bordering on rebelliousness — among NRM’s legislators with Museveni as their party chairman and president?,,,,
OBS_GS_004421,The Observer,2025-01-08,Has court sanctioned mismanagement of Muslim affairs at UMSC?,"MACC being an organ meant to be appointed by the above two organs constituted by members of the General Assembly which is the supreme body of the UMSC, it cannot have jurisdiction to arbitrate or adjudicate over matters constituting mismanagement or misconduct committed by the General Assembly which is the supreme organ unless when such jurisdiction is expressly provided for, which is not the case.",,,,
OBS_GS_001438,The Observer,2019-05-02,Protestors block Jinja bridge over Bobi Wine,Enough is enough.” said Mufumbiro.,,,,
OBS_GS_007279,The Observer,2024-01-17,MPs panic over Akii-Bua stadium,This issue holds broader implications for resource allocation and regional development dynamics in Uganda. inarticle} inarticle},,,,
OBS_GS_004047,The Observer,2024-12-23,"Janet’s monitoring unit uncovers over 43,000 ‘ghost’ pupils in Ntungamo","Given that the government allocates Shs 20,000 for each primary school pupil, this discrepancy could have led to an overpayment of approximately Shs 860 million in capitation grants to the district over the years yet similar funds if placed into use could make a difference.",,,,
OBS_GS_021663,The Observer,2022-02-21,Works minister admits blunders in Entebbe Airport expansion contract,Several irregularities have been cited in the award of the contract to China Communications Construction Company (CCCC) worth $200 million (about Shs 703 billion).,,,,
OBS_GS_012865,The Observer,2017-10-05,Fresh row at MISR: Prof Mamdani accused of mismanagement,This excludes a student whose scholarship was cancelled before he reported in 2013 on medical grounds.,,,,
OBS_GS_007859,The Observer,2022-05-10,How we arrived at the Muhoozi Project,Muhoozi’s ability to successfully invite President Paul Kagame of Rwanda to a mere birthday dinner must have now created an enduring impression on the father.,,,,
OBS_GS_012321,The Observer,2023-01-23,Speke Courts hotel cordoned off as crime scene after building collapse,"NBRB spokesperson, Herbert Zziwa says that the developer disregarded the technical committee’s recommendations and instead resolved to sanction fresh construction works at the exact area where the former building collapsed.",,,,
OBS_GS_008358,The Observer,2019-08-01,Gov’t sides with Finasi over ROKO in Lubowa hospital saga,"Actually, as I told the committee, the information I have is, implementation is ahead of schedule.",,,,
OBS_GS_009028,The Observer,2025-06-18,"What Shs 72.3 trillion budget means for your school, hospital and wallet","With Shs 5.04 trillion earmarked for education, the government is doubling down on access, quality and infrastructure.",,,,
OBS_GS_013141,The Observer,2025-11-12,How bungled Shs 86bn project caused sacking of Eswatini consul to Uganda,"Plinth then sought redress in Ugandan courts, successfully obtaining an order to block a Shs 21.2bn payment to Inyatsi and demanding the company secure Shs 5bn in costs.",,,,
OBS_GS_023991,The Observer,2017-10-12,Residents demand Shs 2bn compensation over Kaiso-Tonya rd,"During the rock blasting, stones could explode and this caused destruction of properties, crops and even animals.",,,,
OBS_GS_020239,The Observer,2017-08-19,Power surge: How to secure compensation from Umeme,"And if a person is dissatisfied with the decision of ERA, the complainant may proceed and file an appeal at the Electricity Disputes Tribunal (EDT) or the Courts of Law.",,,,
OBS_GS_006601,The Observer,2019-12-06,Casual labourers storm UNRA offices in Kabale over unpaid wages,Erifazi Twinomuyambi says that he was last paid in May and is demanding Shs 1.35 million.,,,,
OBS_GS_011011,The Observer,2021-03-17,What can we learn from mismanagement of Covid-19 funds?,"Deaths that could have been mitigated through the provision of the basics: ICU beds, ventilators, health workers, ambulances, personal protective equipment for health workers who have been striking for non-payment of allowances!",,,,
OBS_GS_005567,The Observer,2017-03-13,Oil cash probe: Govt paid international lawyers twice,"Lawrence Ssemakula, the accountant general, in a breakdown of supplementary budgets, revealed to the committee that in June 2014, the ministry of finance released Shs 2.5 billion to URA to replenish funds from the tax refund budget paid to Curtis as legal fees for defending government in the arbitration case.",,,,
OBS_GS_016454,The Observer,2018-09-15,Egypt trains UEGCL staff in contract management,They received certificates.,,,,
OBS_GS_011018,The Observer,2023-05-16,Food prices increase by 50% due to Masaka road closure,"The main linkup road of Masaka road was closed was a result of the rising water levels of R.Katonga, which led to flooding and the destruction of the bridge.",,,,
OBS_GS_023873,The Observer,2021-11-29,Govt dismisses reports that Uganda could ‘lose’ Entebbe airport to China,"We are still within a grace period of seven years and during that period we have been paying interest,” said Luggya.",,,,
OBS_GS_021315,The Observer,2024-09-04,"Eutaw seeks $30 million, recounts intrigue that led to Katosi scandal","Ironically, the new contract had an ₹84bn surplus in spite of the fact Eutaw had already done 16.5% of the work.",,,,
